AH07_bin.14_k141_724963_24	AH07_bin.14_k141_724963_18	Other	21109	21942	+
AH07_bin.14_k141_724963_24	AH07_bin.14_k141_724963_19	MGEs	22475	23692	-
AH07_bin.14_k141_724963_24	AH07_bin.14_k141_724963_20	MGEs	23774	23977	-
AH07_bin.14_k141_724963_24	AH07_bin.14_k141_724963_21	MGEs	24438	24668	-
AH07_bin.14_k141_724963_24	AH07_bin.14_k141_724963_22	MGEs	24665	25087	-
AH07_bin.14_k141_724963_24	AH07_bin.14_k141_724963_23	MGEs	25592	25945	+
AH07_bin.14_k141_724963_24	AH07_bin.14_k141_724963_24	ARGs	26291	27892	-
CRR1273916_bin.2_k141_264343_3	CRR1273916_bin.2_k141_264343_1	MGEs	3	803	-
CRR1273916_bin.2_k141_264343_3	CRR1273916_bin.2_k141_264343_2	Other	915	1220	-
CRR1273916_bin.2_k141_264343_3	CRR1273916_bin.2_k141_264343_3	ARGs	1248	2462	-
CRR1273916_bin.2_k141_264343_3	CRR1273916_bin.2_k141_264343_4	Other	2685	3503	-
CRR355451_bin.9_k141_320864_6	CRR355451_bin.9_k141_320864_1	Other	126	968	-
CRR355451_bin.9_k141_320864_6	CRR355451_bin.9_k141_320864_2	Other	1018	1476	-
CRR355451_bin.9_k141_320864_6	CRR355451_bin.9_k141_320864_3	Other	1550	2494	+
CRR355451_bin.9_k141_320864_6	CRR355451_bin.9_k141_320864_4	Other	2586	3599	+
CRR355451_bin.9_k141_320864_6	CRR355451_bin.9_k141_320864_5	Other	3801	4709	+
CRR355451_bin.9_k141_320864_6	CRR355451_bin.9_k141_320864_6	ARGs	4853	5266	-
CRR355451_bin.9_k141_320864_6	CRR355451_bin.9_k141_320864_7	Other	5871	6488	+
CRR355451_bin.9_k141_320864_6	CRR355451_bin.9_k141_320864_8	MGEs	6774	7145	-
CRR914884_bin.16_k81_73191_2	CRR914884_bin.16_k81_73191_1	Other	194	337	+
CRR914884_bin.16_k81_73191_2	CRR914884_bin.16_k81_73191_2	ARGs	591	2018	+
CRR914884_bin.16_k81_73191_2	CRR914884_bin.16_k81_73191_3	Other	2196	2405	+
CRR914884_bin.16_k81_73191_2	CRR914884_bin.16_k81_73191_4	MGEs	2439	3119	-
DRR173101_bin.21_k141_56421_1	DRR173101_bin.21_k141_56421_1	ARGs|MGEs	3	77	-
DRR173101_bin.21_k141_56421_1	DRR173101_bin.21_k141_56421_2	Other	247	672	-
DRR173101_bin.21_k141_56421_1	DRR173101_bin.21_k141_56421_3	Other	690	1133	-
DRR173101_bin.21_k141_56421_1	DRR173101_bin.21_k141_56421_4	Other	1130	1474	-
DRR173101_bin.21_k141_56421_1	DRR173101_bin.21_k141_56421_5	Other	1565	2470	+
DRR173101_bin.21_k141_56421_1	DRR173101_bin.21_k141_56421_6	Other	2566	2808	-
DRR173101_bin.21_k141_56421_1	DRR173101_bin.21_k141_56421_7	Other	2979	3395	-
DRR173101_bin.21_k141_56421_1	DRR173101_bin.21_k141_56421_8	Other	3705	4466	+
DRR173101_bin.21_k141_56705_1	DRR173101_bin.21_k141_56705_1	ARGs|MGEs	3	77	-
DRR173101_bin.21_k141_56705_1	DRR173101_bin.21_k141_56705_2	Other	773	1339	+
DRR173101_bin.21_k141_56705_1	DRR173101_bin.21_k141_56705_3	Other	1486	2898	-
DRR173101_bin.21_k141_56705_1	DRR173101_bin.21_k141_56705_4	Other	2942	5083	-
QH14_bin.57_k141_204049_6	QH14_bin.57_k141_204049_2	MGEs	788	2467	+
QH14_bin.57_k141_204049_6	QH14_bin.57_k141_204049_3	MGEs	2470	3378	+
QH14_bin.57_k141_204049_6	QH14_bin.57_k141_204049_4	Other	3375	4592	+
QH14_bin.57_k141_204049_6	QH14_bin.57_k141_204049_5	Other	4644	5258	+
QH14_bin.57_k141_204049_6	QH14_bin.57_k141_204049_6	ARGs	5708	6127	+
QH14_bin.57_k141_204049_6	QH14_bin.57_k141_204049_7	Other	6220	6963	+
QH14_bin.57_k141_204049_6	QH14_bin.57_k141_204049_8	Other	7070	7546	+
QH14_bin.57_k141_204049_7	QH14_bin.57_k141_204049_2	MGEs	788	2467	+
QH14_bin.57_k141_204049_7	QH14_bin.57_k141_204049_3	MGEs	2470	3378	+
QH14_bin.57_k141_204049_7	QH14_bin.57_k141_204049_4	Other	3375	4592	+
QH14_bin.57_k141_204049_7	QH14_bin.57_k141_204049_5	Other	4644	5258	+
QH14_bin.57_k141_204049_7	QH14_bin.57_k141_204049_6	Other	5708	6127	+
QH14_bin.57_k141_204049_7	QH14_bin.57_k141_204049_7	ARGs	6220	6963	+
QH14_bin.57_k141_204049_7	QH14_bin.57_k141_204049_8	Other	7070	7546	+
SRR10083308_bin.24_k81_554967_3	SRR10083308_bin.24_k81_554967_1	MGEs	41	283	+
SRR10083308_bin.24_k81_554967_3	SRR10083308_bin.24_k81_554967_2	Other	315	965	-
SRR10083308_bin.24_k81_554967_3	SRR10083308_bin.24_k81_554967_3	ARGs	1071	2270	+
SRR10083308_bin.24_k81_554967_3	SRR10083308_bin.24_k81_554967_4	Other	2334	3221	-
SRR10083308_bin.24_k81_554967_3	SRR10083308_bin.24_k81_554967_5	Other	3221	3778	-
SRR10083308_bin.24_k81_554967_3	SRR10083308_bin.24_k81_554967_6	Other	3772	4209	-
SRR10083308_bin.24_k81_554967_3	SRR10083308_bin.24_k81_554967_7	MGEs	4206	4496	-
SRR10083310_bin.30_k81_753337_4	SRR10083310_bin.30_k81_753337_1	Other	2	352	+
SRR10083310_bin.30_k81_753337_4	SRR10083310_bin.30_k81_753337_2	MGEs	1133	1375	+
SRR10083310_bin.30_k81_753337_4	SRR10083310_bin.30_k81_753337_3	Other	1407	2084	-
SRR10083310_bin.30_k81_753337_4	SRR10083310_bin.30_k81_753337_4	ARGs	2088	3359	+
SRR19660473_bin.8_k81_193793_1	SRR19660473_bin.8_k81_193793_1	ARGs	342	2261	+
SRR19660473_bin.8_k81_193793_1	SRR19660473_bin.8_k81_193793_2	MGEs	2611	2964	-
SRR19660473_bin.8_k81_193793_1	SRR19660473_bin.8_k81_193793_3	MGEs	3469	3891	+
SRR19660473_bin.8_k81_193793_1	SRR19660473_bin.8_k81_193793_4	MGEs	3888	4118	+
SRR19660473_bin.8_k81_193793_1	SRR19660473_bin.8_k81_193793_5	MGEs	4579	4782	+
SRR19660473_bin.8_k81_193793_1	SRR19660473_bin.8_k81_193793_6	MGEs	4864	6081	+
SRR19660473_bin.8_k81_193793_1	SRR19660473_bin.8_k81_193793_7	Other	6332	7804	+
SRR5431716_bin.2_k141_783_4	SRR5431716_bin.2_k141_783_1	Other	104	1165	+
SRR5431716_bin.2_k141_783_4	SRR5431716_bin.2_k141_783_2	Other	1234	1734	+
SRR5431716_bin.2_k141_783_4	SRR5431716_bin.2_k141_783_3	Other	1862	4492	+
SRR5431716_bin.2_k141_783_4	SRR5431716_bin.2_k141_783_4	ARGs	4727	4912	+
SRR5431716_bin.2_k141_783_4	SRR5431716_bin.2_k141_783_5	Other	5681	6247	+
SRR5431716_bin.2_k141_783_4	SRR5431716_bin.2_k141_783_6	Other	6244	6672	+
SRR5431716_bin.2_k141_783_4	SRR5431716_bin.2_k141_783_7	Other	6745	8301	+
SRR5431716_bin.2_k141_783_4	SRR5431716_bin.2_k141_783_8	Other	8451	8966	+
SRR5431716_bin.2_k141_783_4	SRR5431716_bin.2_k141_783_9	MGEs	9103	9561	-
SRR5431716_bin.2_k141_783_4	SRR5431716_bin.2_k141_783_10	Other	9741	11279	-
SRR5431716_bin.2_k141_783_10	SRR5431716_bin.2_k141_783_4	Other	4727	4912	+
SRR5431716_bin.2_k141_783_10	SRR5431716_bin.2_k141_783_5	Other	5681	6247	+
SRR5431716_bin.2_k141_783_10	SRR5431716_bin.2_k141_783_6	Other	6244	6672	+
SRR5431716_bin.2_k141_783_10	SRR5431716_bin.2_k141_783_7	Other	6745	8301	+
SRR5431716_bin.2_k141_783_10	SRR5431716_bin.2_k141_783_8	Other	8451	8966	+
SRR5431716_bin.2_k141_783_10	SRR5431716_bin.2_k141_783_9	MGEs	9103	9561	-
SRR5431716_bin.2_k141_783_10	SRR5431716_bin.2_k141_783_10	ARGs	9741	11279	-
SRR5431716_bin.2_k141_783_10	SRR5431716_bin.2_k141_783_11	Other	11296	12468	-
SRR5431716_bin.2_k141_783_10	SRR5431716_bin.2_k141_783_12	Other	12595	13125	-
SRR5431716_bin.2_k141_783_10	SRR5431716_bin.2_k141_783_13	Other	13216	13551	-
SRR5431716_bin.2_k141_783_10	SRR5431716_bin.2_k141_783_14	Other	13541	14278	-
SRR5431716_bin.2_k141_783_10	SRR5431716_bin.2_k141_783_15	Other	14402	15586	-
SRR5431716_bin.2_k141_783_10	SRR5431716_bin.2_k141_783_16	Other	15778	16770	-
SRR5431716_bin.2_k141_783_11	SRR5431716_bin.2_k141_783_6	Other	6244	6672	+
SRR5431716_bin.2_k141_783_11	SRR5431716_bin.2_k141_783_7	Other	6745	8301	+
SRR5431716_bin.2_k141_783_11	SRR5431716_bin.2_k141_783_8	Other	8451	8966	+
SRR5431716_bin.2_k141_783_11	SRR5431716_bin.2_k141_783_9	MGEs	9103	9561	-
